trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear
7048,10,10,0,4015.3145,14816.5725,167,27,1.169323,7,2
7049,16,16,0,4258.3660,15656.8299,175,32,2.799151,7,2
7050,14,14,0,3564.2116,12901.0581,152,23,1.600054,7,2
7051,10,10,0,3852.0021,14525.0103,150,26,0.569144,7,3
7052,10,10,0,3005.0244,11310.1221,116,20,0.984465,5,2
7053,13,13,0,4034.2420,15461.2099,147,27,1.322525,7,2
7054,13,13,0,5253.7596,17998.7980,284,35,2.168985,7,2
7055,11,11,0,5191.1435,21640.7177,135,25,0.501365,7,2
7056,11,11,0,3980.6350,14458.1752,173,30,0.748094,7,2
7057,13,13,0,3762.4744,14142.3722,145,26,1.441528,7,3
7058,14,14,0,3833.0409,14260.2046,152,25,2.553100,7,2
7059,10,10,0,3558.7700,13103.8498,149,20,0.504058,7,4
7060,13,13,0,3428.7415,12058.7076,159,26,2.244407,7,2
7061,13,13,0,3735.8982,14174.4909,140,24,2.826862,7,2
7062,15,15,0,4381.5633,16417.8163,173,31,0.687233,7,2
7063,10,10,0,3992.3190,14831.5952,163,24,1.551594,7,2
7064,10,10,0,3407.3669,12816.8346,133,22,0.660660,6,3
7065,16,16,0,4907.9559,16339.7797,280,28,1.064846,7,2
7066,16,16,0,3959.2554,14606.2770,160,27,1.334021,7,3
7067,14,14,0,3715.8062,13559.0312,157,28,1.041838,7,2
7068,16,16,0,4497.4333,18202.1664,130,26,1.824242,7,2
7069,16,16,0,3847.5511,14482.7555,146,30,2.841553,7,2
7070,13,13,0,3497.0391,12675.1955,150,25,1.042021,7,2
7071,13,13,0,4924.0522,19060.2608,177,41,1.482273,7,2
7072,10,10,0,3263.3980,11461.9898,154,27,0.727428,7,2
7073,16,16,0,3608.8329,12069.1644,185,30,0.998088,7,2
7074,11,11,0,3494.5961,12707.9806,150,22,0.672383,7,3
7075,13,13,0,4062.0148,15280.0738,158,31,2.590791,7,2
7076,10,10,0,4128.3919,13211.9597,260,19,0.669394,7,2
7077,13,13,0,3634.9779,13084.8893,159,25,0.925833,7,2
7078,15,15,0,3897.8243,14719.1216,147,27,1.608653,7,3
7079,10,10,0,3424.6206,12093.1028,160,21,0.654025,7,2
7080,13,13,0,3637.4165,13282.0823,153,27,2.499159,7,2
7081,11,11,0,3796.0204,14265.1020,149,25,0.732354,7,2
7082,16,16,0,4293.6011,15723.0057,179,31,2.129831,7,2
7083,14,14,0,4531.8865,16749.4326,186,36,3.555064,7,2
7084,10,10,0,3853.4512,14407.2559,155,28,1.148746,7,2
7085,16,16,0,4199.7434,15788.7170,161,34,2.660120,7,2
7086,12,12,0,3375.6880,12208.4400,146,23,0.753071,7,2
7087,11,11,0,3271.2786,12166.3929,131,23,0.914095,6,2
7088,16,16,0,4924.2513,18441.2563,193,36,3.518127,7,2
7089,12,12,0,3344.7782,12023.8908,147,24,0.602389,7,2
7090,15,15,0,3549.6649,11853.3244,185,31,0.818164,7,2
7091,15,15,0,4201.2202,15591.1008,169,33,3.803503,6,2
7092,14,14,0,3190.5198,11357.5990,143,27,2.114105,7,2
7093,10,10,0,3523.1159,13500.5797,130,23,1.307836,7,2
7094,15,15,0,4205.6630,15618.3151,169,29,0.990130,7,3
7095,13,13,0,4625.0083,18060.0416,159,25,1.825621,7,2
7096,11,11,0,3191.5149,10707.5744,166,20,0.445125,7,2
7097,10,10,0,3598.1180,13820.5898,131,22,0.892314,7,2
7098,14,14,0,3463.9606,12869.8029,137,25,2.056086,7,2
7099,13,13,0,3360.7011,12093.5053,147,26,1.164263,7,2
7100,13,13,0,4470.9156,16954.5779,170,37,4.569756,7,2
7101,11,11,0,3773.5042,13852.5209,158,24,0.706608,7,2
7102,12,12,0,4025.3592,15461.7962,146,31,1.200211,6,2
7103,10,10,0,3688.8572,13974.2858,141,24,1.000769,7,2
7104,11,11,0,4089.4346,15642.1729,153,26,0.882700,7,2
7105,13,13,0,3856.8350,14459.1749,151,26,1.395798,7,2
7106,15,15,0,4328.4341,16722.1707,152,30,2.026251,7,2
7107,15,15,0,3760.7319,13553.6595,163,29,1.561636,7,2
7108,16,16,0,4762.0724,18655.3618,160,35,1.425590,7,2
7109,15,15,0,4175.6367,15968.1835,152,35,0.754461,7,2
7110,15,15,0,3857.5692,13977.8460,165,32,1.250535,7,2
7111,14,14,0,3625.9947,13474.9735,144,25,1.620690,7,2
7112,11,11,0,4163.5755,15317.8775,175,35,1.239670,7,2
7113,15,15,0,3942.8426,14809.2130,151,29,2.023483,7,2
7114,16,16,0,3883.5685,14642.8423,146,24,1.607853,7,2
7115,16,16,0,4449.5257,16247.6283,187,32,2.253547,7,2
7116,12,12,0,4038.6445,15243.2225,156,28,0.958711,7,2
7117,11,11,0,5177.6676,17518.3379,293,26,0.594016,7,2
7118,10,10,0,3486.8446,12899.2228,144,25,0.920163,7,2
7119,14,14,0,3392.1512,12420.7559,140,26,1.335275,7,2
7120,13,13,0,4270.3305,16381.6523,156,35,3.678705,7,2
7121,16,16,0,4201.1586,15785.7928,161,25,0.622833,7,3
7122,16,16,0,3903.2057,14941.0286,140,28,0.477088,7,2
7123,10,10,0,3884.0905,14710.4523,150,24,0.560591,7,2
7124,14,14,0,4299.4247,16617.1234,152,31,0.714998,7,3
7125,10,10,0,3374.4245,12382.1225,142,22,1.440846,7,2
7126,11,11,0,3884.0740,14265.3698,163,27,1.097191,6,2
7127,11,11,0,3668.6057,14258.0284,128,23,1.503031,7,2
7128,13,13,0,4348.1373,16415.6864,167,33,0.680155,7,2
7129,15,15,0,3953.9201,14969.6003,148,28,0.766491,7,2
7130,16,16,0,4635.1106,17645.5530,172,31,2.016725,7,2
7131,15,15,0,3686.2967,13931.4837,138,25,1.841851,6,2
7132,10,10,0,3822.2465,14551.2326,144,23,0.596508,6,3
7133,15,15,0,3795.4884,13757.4418,163,30,1.185211,6,2
7134,11,11,0,3606.9758,13224.8792,152,29,0.727855,7,2
7135,16,16,0,3974.4727,14252.3636,175,37,1.977188,7,2
7136,12,12,0,3987.1519,15270.7593,146,29,1.320182,7,2
7137,16,16,0,4126.3696,14996.8478,175,31,1.693825,7,2
7138,12,12,0,4319.8802,16679.4011,155,29,1.515134,7,2
7139,14,14,0,3928.3080,14261.5401,168,28,1.733956,7,2
7140,10,10,0,3381.9933,12454.9663,141,21,0.640338,7,2
7141,13,13,0,4030.5857,15217.9287,154,25,0.584589,7,2
7142,12,12,0,3554.2419,12601.2094,163,30,1.704351,7,2
7143,15,15,0,4712.3377,18336.6885,162,34,1.817080,7,2
7144,12,12,0,3378.1453,12565.7266,135,32,1.675534,6,2
7145,12,12,0,4209.8894,15334.4471,181,31,0.761610,7,2
7146,13,13,0,3720.8175,13149.0875,172,26,1.914077,6,2
7147,14,14,0,3833.2641,14116.3207,157,24,1.716114,7,2
7148,10,10,0,3276.8508,11749.2538,147,21,0.859401,7,2
7149,12,12,0,3533.1929,13115.9645,142,24,1.358963,7,2
7150,15,15,0,4074.7062,14683.5311,178,32,0.983505,7,2
7151,14,14,0,3796.0801,14390.4007,142,25,0.996634,7,3
7152,10,10,0,3452.9782,12524.8911,151,31,1.258885,7,2
7153,13,13,0,3790.2223,13956.1116,157,30,1.480333,7,2
7154,11,11,0,3727.1475,13710.7376,156,24,0.657337,7,3
7155,15,15,0,4045.7921,15133.9604,159,34,1.037523,6,2
7156,12,12,0,4002.5682,15282.8408,148,22,0.979618,7,3
7157,11,11,0,2983.7494,9968.7470,156,18,0.460233,7,2
7158,12,12,0,3630.8219,13034.1095,161,25,1.939558,7,2
7159,16,16,0,3919.7918,14933.9589,143,32,4.105836,7,2
7160,15,15,0,4277.2793,16101.3967,165,37,1.144106,7,2
7161,16,16,0,3691.1114,13345.5569,158,28,0.928748,7,2
7162,11,11,0,2978.4873,10822.4366,127,20,2.354977,5,2
7163,15,15,0,4473.7426,17733.7132,143,34,1.504601,7,2
7164,10,10,0,3563.9983,13239.9913,145,23,0.514520,7,2
7165,14,14,0,3698.3243,13781.6214,146,28,1.239104,6,2
7166,15,15,0,3920.2508,14301.2540,165,29,2.235006,7,2
7167,14,14,0,3895.2434,14531.2171,155,31,2.116987,7,2
7168,13,13,0,3165.8881,11174.4404,145,27,2.426533,6,2
7169,11,11,0,3323.6576,11173.2879,173,27,1.035792,6,2
7170,12,12,0,3743.4697,14417.3487,134,26,0.829895,7,2
7171,12,12,0,3364.8969,11529.4845,167,26,0.595316,7,3
7172,15,15,0,3529.9596,12894.7978,147,26,0.753741,7,2
7173,14,14,0,4397.4417,16397.2085,175,28,1.571974,7,2
7174,16,16,0,4056.9655,15274.8277,154,36,0.839052,7,2
7175,16,16,0,4738.4504,18837.2520,150,39,3.044529,7,2
7176,13,13,0,4306.4336,16477.1680,159,30,0.599877,7,2
7177,13,13,0,3680.6217,13533.1083,152,25,1.069026,7,2
7178,14,14,0,3960.9453,14489.7267,166,28,2.608453,6,2
7179,13,13,0,3743.8877,13944.4386,149,25,1.985056,7,2
7180,16,16,0,3495.9324,12414.6622,156,25,0.960325,7,2
7181,15,15,0,3754.6843,13668.4217,158,30,1.009329,7,2
7182,16,16,0,5110.2356,20441.1780,158,33,1.369919,7,2
7183,13,13,0,3753.7681,14363.8404,137,29,1.149825,7,2
7184,15,15,0,4501.8521,16679.2606,182,32,0.665289,7,2
7185,12,12,0,4155.2882,15736.4408,159,26,0.770471,7,2
7186,10,10,0,2789.7854,9383.9271,144,22,2.360810,6,2
7187,10,10,0,3687.3795,13211.8977,166,30,0.787517,7,3
7188,12,12,0,3210.6233,11088.1164,156,26,1.394694,7,2
7189,15,15,0,3751.1750,13850.8749,152,27,1.672797,7,2
7190,14,14,0,3821.6188,14468.0940,144,29,1.280013,7,2
7191,13,13,0,3890.0082,14560.0412,153,32,1.318364,7,2
7192,16,16,0,4112.2315,15731.1575,148,29,0.869164,7,2
7193,13,13,0,3422.5645,12167.8226,155,27,2.703168,6,2
7194,12,12,0,3667.4827,13817.4134,141,25,1.116863,7,2
7195,15,15,0,3720.8003,13974.0017,143,27,1.741261,7,2
7196,12,12,0,3932.2679,14771.3396,154,29,0.950231,7,2
7197,14,14,0,3324.1249,12135.6246,139,24,2.345010,7,2
7198,10,10,0,3379.2230,12291.1152,146,24,0.629261,7,2
7199,16,16,0,4608.5283,17942.6414,158,30,2.660438,7,2
7200,12,12,0,3899.0487,14550.2434,155,25,0.586178,7,2
7201,15,15,0,4100.0878,15460.4392,156,32,1.445041,7,2
7202,13,13,0,3896.0890,14735.4451,148,29,1.356865,7,2
7203,13,13,0,4263.6592,16308.2959,157,27,0.701558,7,2
7204,11,11,0,3051.3563,11186.7813,127,22,0.822647,5,2
7205,11,11,0,3495.0643,12675.3216,151,24,1.879662,7,2
7206,13,13,0,4157.3842,15706.9212,159,28,0.600667,7,4
7207,12,12,0,3649.4882,13097.4411,162,23,1.953701,7,2
7208,10,10,0,3059.9060,10444.5301,154,20,0.620168,7,2
7209,10,10,0,3845.9057,14579.5285,148,28,0.719153,7,2
7210,10,10,0,4443.3409,16586.7044,180,39,3.000260,7,2
7211,13,13,0,3933.3124,14336.5622,168,33,3.412366,7,2
7212,15,15,0,3696.8022,13479.0111,155,28,1.700840,6,2
7213,12,12,0,4215.1149,16630.5746,139,26,0.715888,7,2
7214,16,16,0,3691.6163,13173.0817,164,31,2.868267,7,2
7215,11,11,0,4633.4500,17847.2500,168,26,0.817029,7,3
7216,12,12,0,3784.3233,14046.6165,153,22,0.632196,7,2
7217,14,14,0,4952.5374,19672.6869,159,29,0.804982,6,2
7218,12,12,0,3338.7222,12933.6109,116,23,1.511376,6,2
7219,15,15,0,4892.7727,19148.8635,166,36,1.700760,7,2
7220,16,16,0,3948.2048,14561.0240,160,30,0.650392,7,2
7221,16,16,0,4253.2510,15576.2549,177,31,0.947153,7,2
7222,13,13,0,4181.5419,15897.7097,157,29,0.690395,7,3
7223,12,12,0,3953.8471,14684.2353,160,27,0.582561,7,2
7224,12,12,0,3240.1784,12260.8919,121,24,2.383171,5,2
7225,10,10,0,3862.0208,14735.1040,145,27,0.628506,7,2
7226,15,15,0,3699.6295,13188.1475,165,32,1.601161,6,2
7227,16,16,0,4474.3532,16661.7659,178,37,1.940334,7,2
7228,16,16,0,3646.2122,13681.0610,139,33,1.632655,7,2
7229,14,14,0,3507.6013,12368.0067,161,23,1.595571,7,2
7230,13,13,0,3515.7190,11803.5952,182,28,1.493538,7,3
7231,13,13,0,3838.7575,14183.7877,156,26,1.541125,7,2
7232,11,11,0,3418.9108,12604.5540,141,25,2.176103,7,2
7233,12,12,0,3481.9999,12474.9996,155,27,0.781870,7,2
7234,10,10,0,3216.1360,11880.6802,132,17,0.911318,7,3
7235,15,15,0,3279.1212,12040.6059,133,24,2.574814,6,2
7236,13,13,0,3786.4881,13757.4403,162,30,0.708153,7,2
7237,13,13,0,3761.0554,14125.2771,145,21,0.759999,7,2
7238,10,10,0,3243.7326,11413.6632,152,20,0.651641,7,2
7239,14,14,0,3376.3464,11886.7322,155,24,0.877561,7,2
7240,16,16,0,3367.4040,12592.0202,128,25,2.297111,7,2
7241,12,12,0,3858.1056,13680.5278,178,28,2.261352,7,2
7242,13,13,0,3786.9010,13844.5052,159,30,1.159623,7,2
7243,14,14,0,4415.2999,17331.4993,148,33,1.073699,7,2
7244,11,11,0,3390.8200,12304.0999,146,21,0.649806,7,2
7245,11,11,0,3355.5111,12852.5554,123,23,0.643346,6,2
7246,10,10,0,3206.9387,11714.6933,136,25,0.680250,7,2
7247,16,16,0,3504.5941,11507.9703,188,28,2.556334,7,2
7248,14,14,0,4365.6907,16473.4534,167,31,1.673649,7,2
7249,13,13,0,3545.8189,12909.0945,151,30,0.668949,7,2
7250,16,16,0,3683.4659,13097.3297,165,34,1.810059,7,2
7251,14,14,0,3797.8630,13704.3150,165,25,0.855902,7,2
7252,11,11,0,3384.3369,12681.6846,133,24,0.789358,7,2
7253,12,12,0,3494.9528,12254.7638,164,31,0.923220,7,2
7254,15,15,0,4934.5764,19487.8819,160,30,2.583599,7,2
7255,15,15,0,3597.1848,13495.9241,138,26,1.146950,7,2
7256,16,16,0,3836.6100,13698.0500,170,30,1.001111,7,2
7257,12,12,0,3670.7285,13453.6423,153,23,1.015350,6,2
7258,13,13,0,3553.5448,12752.7241,157,27,1.094423,7,2
7259,12,12,0,3896.4341,14707.1706,150,28,0.662492,7,2
7260,14,14,0,4483.2939,17246.4693,161,35,0.732335,7,2
7261,13,13,0,3347.2332,12436.1659,133,21,0.668094,6,3
7262,13,13,0,3482.4657,13187.3283,130,22,0.910456,7,2
7263,10,10,0,3387.3579,12126.7896,153,20,0.461038,7,2
7264,14,14,0,4190.2552,15571.2759,168,29,2.978135,7,2
7265,14,14,0,3771.7647,14318.8235,141,29,1.933760,6,2
7266,14,14,0,4061.6942,14688.4708,177,34,1.774551,7,4
7267,15,15,0,3934.2745,14671.3725,155,30,0.628034,7,2
7268,14,14,0,3842.1972,13930.9861,165,29,1.050337,7,2
7269,10,10,0,3182.3117,11831.5583,128,20,1.181390,6,2
7270,10,10,0,3612.7199,12998.5995,162,24,0.743214,7,2
7271,13,13,0,3839.4867,14247.4334,155,29,0.895880,7,2
7272,14,14,0,4162.1907,14970.9533,184,32,1.202717,7,2
7273,16,16,0,3823.3814,14256.9069,150,28,1.547216,7,2
7274,10,10,0,3331.4803,12307.4013,136,20,0.865125,7,2
7275,13,13,0,3740.1027,13835.5137,152,27,0.682092,7,3
7276,12,12,0,3822.7734,14378.8669,148,25,1.536296,7,2
7277,10,10,0,3276.9747,11779.8737,146,20,1.576333,7,3
7278,15,15,0,4118.9995,15449.9976,160,29,0.787928,7,3
7279,15,15,0,4111.1055,15635.5274,152,29,0.853555,7,3
7280,13,13,0,3524.9687,12129.8435,173,33,1.722242,7,2
7281,14,14,0,3933.1031,14735.5155,154,31,2.036675,7,2
7282,11,11,0,3407.1791,12435.8955,145,23,0.601630,7,2
7283,15,15,0,5248.9894,18809.9471,258,29,1.316639,7,2
7284,13,13,0,3659.0107,13165.0535,161,27,0.904088,7,3
7285,11,11,0,3260.5278,11812.6389,141,23,0.658356,7,2
7286,11,11,0,3191.6730,11338.3649,145,25,0.826392,6,2
7287,15,15,0,3379.8648,11944.3238,153,25,1.497989,7,2
7288,12,12,0,3224.1959,11640.9794,139,21,1.138786,6,2
7289,15,15,0,4594.9456,18484.7278,138,30,0.573257,7,2
7290,16,16,0,3764.1165,13730.5827,157,28,2.549264,7,2
7291,12,12,0,3716.4358,14022.1788,143,25,1.065255,7,2
7292,16,16,0,3843.1711,14410.8553,148,32,0.828382,7,2
7293,14,14,0,4554.2595,16866.2976,186,34,2.065408,7,3
7294,16,16,0,4074.3355,15531.6775,149,29,2.527240,7,3
7295,13,13,0,3910.7285,14768.6426,149,26,0.776732,7,2
7296,16,16,0,3458.9564,12009.7818,164,32,1.383253,7,2
7297,11,11,0,3445.3201,12326.6006,154,22,0.611259,7,2
7298,15,15,0,4193.0268,15620.1342,166,34,2.964535,6,2
7299,16,16,0,3903.6125,13998.0624,171,26,2.710372,7,2
7300,16,16,0,3487.2121,12656.0603,147,25,1.457701,7,2
7301,13,13,0,3796.6268,13253.1341,180,25,0.621586,7,2
7302,11,11,0,4277.2846,16511.4232,154,30,0.872061,7,2
7303,14,14,0,4217.6491,16038.2454,158,31,0.917608,7,2
7304,13,13,0,3093.5249,10747.6245,147,24,1.638469,7,2
7305,12,12,0,3774.5082,13497.5409,168,25,1.378229,7,2
7306,14,14,0,3503.4588,12922.2942,142,26,1.244536,7,2
7307,15,15,0,3652.6277,12318.1383,186,29,2.572486,7,2
7308,13,13,0,4442.7017,16853.5085,168,23,0.557384,7,2
7309,12,12,0,3727.1573,14055.7866,144,28,0.868244,7,2
7310,12,12,0,4319.3129,15876.5645,181,33,0.788006,7,2
7311,15,15,0,4252.7698,15958.8490,165,31,1.051490,7,2
7312,13,13,0,3510.4715,12597.3575,155,27,1.177325,7,2
7313,10,10,0,3490.8278,12929.1392,143,20,0.727960,7,2
7314,15,15,0,4920.7161,19093.5804,172,36,3.188415,7,2
7315,15,15,0,3844.8502,14074.2512,160,31,1.700676,7,2
7316,15,15,0,3972.3444,14796.7220,156,31,1.062808,7,2
7317,15,15,0,4378.8320,16459.1599,169,29,2.108345,7,2
7318,13,13,0,3773.3152,14931.5762,121,24,1.711214,6,2
7319,15,15,0,4479.5396,16727.6980,177,35,2.325875,7,2
7320,11,11,0,5208.1588,18835.7938,248,25,0.746333,7,2
7321,16,16,0,3621.5444,12767.7222,165,34,1.339713,7,2
7322,14,14,0,4489.3006,18066.5029,136,33,4.782688,7,2
7323,16,16,0,4062.4583,15167.2917,159,30,1.323063,7,2
7324,13,13,0,3493.6405,13413.2024,125,26,2.843330,5,2
7325,12,12,0,3154.9685,10949.8423,151,21,0.684333,7,2
7326,16,16,0,3927.9074,14154.5372,170,27,2.002790,7,2
7327,13,13,0,4080.0236,14920.1180,172,28,2.325974,7,2
7328,16,16,0,4109.8297,14424.1485,191,28,1.160036,7,2
7329,16,16,0,4699.7316,17803.6582,177,35,1.258317,7,2
7330,10,10,0,3474.0911,12515.4555,154,22,1.754021,7,2
7331,16,16,0,4036.0525,14650.2626,171,27,1.262009,7,2
7332,10,10,0,3395.2980,12266.4900,149,17,0.512380,6,3
7333,11,11,0,3004.2867,10466.4337,143,21,1.297453,7,2
7334,14,14,0,4437.4660,17002.3301,161,30,0.688234,7,2
7335,11,11,0,3579.3541,13201.7706,148,27,0.711942,7,2
7336,11,11,0,4148.6742,16383.3712,137,23,0.779624,7,2
7337,10,10,0,2894.5936,10492.9681,125,18,1.781660,7,3
7338,15,15,0,3391.5408,11762.7041,162,28,1.763312,7,2
7339,14,14,0,4100.1378,14830.6889,178,31,2.474220,7,2
7340,14,14,0,3726.7107,13973.5536,144,25,1.682909,7,2
7341,10,10,0,3215.5309,11592.6545,142,20,1.729504,6,2
7342,10,10,0,4703.1521,14990.7607,301,22,0.646486,7,2
7343,16,16,0,3459.7460,11978.7302,165,28,3.479383,7,2
7344,10,10,0,3404.8987,12954.4936,128,22,1.083492,6,2
7345,15,15,0,4158.7164,15408.5820,168,31,3.520262,6,2
7346,12,12,0,3807.1873,14125.9365,154,26,2.737413,7,2
7347,14,14,0,3860.5090,14407.5448,152,25,2.181901,7,2
7348,14,14,0,4068.3289,15506.6443,150,31,2.732535,6,2
7349,16,16,0,3968.9699,14499.8494,166,31,2.400327,7,2
7350,11,11,0,4277.4731,16032.3656,170,26,1.930017,7,2
7351,14,14,0,4334.5516,16462.7578,163,29,1.176071,7,2
7352,16,16,0,4241.1834,15700.9171,171,33,1.780139,7,2
7353,14,14,0,3409.2304,12421.1522,143,24,0.762664,7,3
7354,12,12,0,3485.4321,12997.1606,138,21,0.520284,7,2
7355,11,11,0,3815.3985,14801.9926,134,26,0.902325,6,2
7356,16,16,0,3882.5971,13562.9854,183,33,1.046639,7,2
7357,15,15,0,4035.0486,14920.2432,163,26,1.088188,7,2
7358,11,11,0,3028.3991,10356.9953,151,22,0.902668,6,2
7359,15,15,0,3799.5550,13687.7751,165,28,2.749338,6,2
7360,13,13,0,3789.7617,14328.8086,144,28,1.044484,7,2
7361,11,11,0,4135.5708,15512.8538,164,26,0.782775,7,2
7362,15,15,0,3758.8404,13634.2020,160,29,0.826514,7,2
7363,14,14,0,3242.7836,11893.9182,133,24,2.149493,7,2
7364,15,15,0,4117.8448,14824.2238,181,35,2.094445,7,2
7365,16,16,0,4493.6065,15453.0324,225,38,0.641365,7,2
7366,16,16,0,3595.9176,13114.5881,150,30,0.735052,7,2
7367,15,15,0,3670.1815,12980.9076,167,29,0.868216,7,2
7368,11,11,0,3127.7205,10648.6023,158,24,0.608332,7,2
7369,13,13,0,4174.5068,15827.5340,157,25,3.023013,7,2
7370,15,15,0,3670.6066,12763.0332,175,31,2.259314,7,2
7371,14,14,0,4405.5406,16657.7029,169,30,1.050912,7,3
7372,10,10,0,3615.5598,13367.7991,149,25,1.135693,7,2
7373,13,13,0,4347.8831,16339.4153,170,31,1.287019,7,2
7374,13,13,0,4534.6170,17433.0850,165,32,2.038322,7,3
7375,14,14,0,3002.6993,10573.4964,137,24,3.306553,6,2
7376,14,14,0,3658.1969,13130.9845,160,28,2.258347,7,2
7377,13,13,0,3670.7337,13588.6687,148,26,0.579388,7,2
7378,12,12,0,3418.5422,12727.7112,136,25,1.232942,5,2
7379,11,11,0,3077.6657,11148.3287,132,22,1.033734,6,2
7380,10,10,0,2927.2124,10616.0620,126,21,0.936709,5,2
7381,14,14,0,3838.9604,14129.8020,158,31,0.958328,7,2
7382,13,13,0,4032.1388,15015.6942,162,30,2.467896,7,2
7383,14,14,0,3906.3196,14731.5981,149,27,2.614717,7,2
7384,12,12,0,3364.7316,12263.6578,143,25,1.845363,7,2
7385,11,11,0,3966.1655,14935.8274,156,34,1.288857,7,2
7386,12,12,0,3247.3981,11571.9904,146,26,1.121233,7,2
7387,11,11,0,3560.5030,12787.5152,158,20,1.468564,7,2
7388,10,10,0,3154.4583,11152.2917,146,22,0.533073,7,2
7389,10,10,0,3019.4795,10652.3973,140,20,0.605034,7,2
7390,14,14,0,3414.4449,12447.2243,143,24,0.950119,6,2
7391,15,15,0,3878.2014,14321.0070,157,30,1.696085,7,2
7392,12,12,0,3479.0163,13050.0813,135,22,1.369396,7,2
7393,14,14,0,3603.6941,13623.4703,136,25,1.286796,6,2
7394,15,15,0,3642.2947,12826.4736,167,26,0.963389,7,2
7395,15,15,0,3993.5673,15227.8367,146,28,0.736132,7,2
7396,12,12,0,3873.4436,14112.2179,166,34,0.747748,7,3
7397,14,14,0,4040.5333,15417.6666,149,28,1.048691,7,2
7398,16,16,0,3430.2453,12131.2263,155,29,1.619238,7,2
7399,14,14,0,3479.8450,12619.2249,148,29,2.400918,7,2
7400,11,11,0,4476.8678,17769.3389,146,28,0.594161,7,2
7401,15,15,0,4423.1262,16715.6308,168,31,1.210366,7,2
7402,12,12,0,4021.6712,14953.3559,162,31,0.704707,7,2
7403,12,12,0,3764.6645,14318.3227,141,26,0.874633,7,2
7404,14,14,0,3646.9450,13364.7250,151,25,1.632844,7,2
7405,14,14,0,4030.8818,14619.4091,173,28,0.826907,7,2
7406,11,11,0,2874.8790,10299.3950,127,22,0.974051,6,2
7407,10,10,0,3449.9493,12634.7463,146,23,0.657667,7,3
7408,13,13,0,3380.9764,12574.8819,134,22,0.849735,6,3
7409,14,14,0,3657.9287,13429.6437,151,29,1.167219,7,2
7410,15,15,0,3955.0968,15020.4841,147,29,2.401981,7,2
7411,13,13,0,3891.6837,14203.4184,165,29,0.648187,7,2
7412,10,10,0,3517.8473,12919.2364,148,25,0.884204,7,2
7413,11,11,0,2958.4149,10397.0747,138,28,1.348821,6,2
7414,11,11,0,3474.2281,13331.1406,126,21,1.747543,7,2
7415,16,16,0,4334.6428,16318.2141,166,33,2.417806,7,2
7416,10,10,0,3422.5987,12762.9934,137,25,1.710596,7,2
7417,16,16,0,4235.2845,15666.4227,172,33,1.788005,7,2
7418,11,11,0,3704.3726,13421.8631,162,25,0.605823,7,3
7419,15,15,0,3894.2122,14086.0609,167,28,2.068510,7,2
7420,16,16,0,4203.4825,15012.4126,187,30,2.787689,7,2
7421,15,15,0,3973.2549,14036.2746,182,37,1.069881,7,2
7422,14,14,0,3632.9921,13159.9603,156,28,0.743576,7,2
7423,14,14,0,3721.4194,13717.0969,152,28,1.578281,7,2
7424,14,14,0,3525.2838,12826.4192,149,28,1.112622,7,2
7425,10,10,0,3479.4742,13047.3712,137,18,0.462322,7,3
7426,15,15,0,4638.7745,17933.8723,164,34,1.659095,7,2
7427,15,15,0,4273.1077,16425.5384,153,27,0.922916,7,2
7428,12,12,0,3373.8619,12834.3096,125,22,0.974312,7,2
7429,14,14,0,3722.6552,13783.2762,150,28,1.037683,7,2
7430,12,12,0,3708.3620,12981.8098,176,29,0.809434,7,2
7431,13,13,0,4379.9532,16949.7658,155,30,1.382150,7,2
7432,14,14,0,3361.2401,11981.2005,149,27,0.829558,6,2
7433,14,14,0,4473.3441,17241.7204,160,31,2.076012,7,2
7434,15,15,0,3167.9922,11434.9608,135,24,1.857837,5,2
7435,13,13,0,3624.3136,13766.5679,135,25,1.049979,7,3
7436,16,16,0,3684.4551,13362.2756,156,26,3.450305,7,2
7437,16,16,0,3952.2450,14466.2251,164,27,0.971152,7,3
7438,13,13,0,3522.2107,13001.0536,143,24,0.621664,7,2
7439,15,15,0,4360.9715,16604.8573,161,31,2.661691,7,2
7440,12,12,0,3502.0053,13055.0264,139,23,0.676855,7,2
7441,11,11,0,3948.9930,14139.9651,179,29,0.658847,7,3
7442,14,14,0,3772.3016,13306.5080,174,32,1.851731,7,2
7443,16,16,0,4298.7717,16508.8585,154,35,2.756429,7,2
7444,11,11,0,3504.5678,11882.8389,179,25,0.739496,7,2
7445,10,10,0,3133.8409,10934.2046,149,18,0.530265,6,2
7446,12,12,0,3857.7161,14453.5805,151,25,0.855405,7,2
7447,11,11,0,3570.1346,12955.6730,155,25,2.061270,7,2
7448,15,15,0,5307.5705,18627.8523,269,31,0.826407,7,2
7449,10,10,0,2914.2294,10501.1468,128,22,0.613694,5,2
7450,11,11,0,3276.4544,11632.2720,150,22,0.655926,7,3
7451,12,12,0,3424.7939,12933.9693,130,22,1.077456,7,2
7452,16,16,0,5397.1065,20870.5327,192,34,1.119167,7,3
7453,15,15,0,3114.6932,11228.4662,133,23,2.950159,6,2
7454,12,12,0,3552.7441,13458.7205,134,24,1.047633,7,2
7455,12,12,0,3620.6070,13628.0352,140,25,1.054212,6,2
7456,10,10,0,3576.5706,13132.8532,150,22,0.866176,7,2
7457,10,10,0,3277.7919,11938.9593,140,20,0.533482,7,2
