trial,n_sources,cleared,remaining,time_s,walk_m,measures,replans,wall_s,cover_visits,cover_visits_at_first_clear,stop_reason
855,12,12,0,3586.8004,13394.0022,141,25,0.688052,7,2,certificate
856,11,11,0,3293.9904,11714.9520,150,20,0.427773,7,2,certificate
857,13,13,0,3704.6413,14073.2063,138,23,0.404626,7,3,certificate
858,11,11,0,3178.4725,11297.3625,145,20,0.468899,7,2,certificate
859,15,15,0,4017.6773,15308.3863,147,26,0.733425,7,2,certificate
860,16,16,0,4356.7783,16438.8917,165,28,0.567228,7,2,certificate
861,13,13,0,4136.7522,15943.7608,147,22,0.364141,7,3,certificate
862,14,14,0,3950.5112,15237.5561,139,22,0.491820,7,2,certificate
863,14,14,0,4446.9675,17209.8375,156,25,0.510319,7,2,certificate
864,11,11,0,3289.3004,12156.5020,134,21,0.628117,7,2,certificate
865,15,15,0,4084.9271,14994.6353,169,26,0.482450,7,4,certificate
866,15,15,0,4072.5157,16112.5783,130,26,0.795933,7,2,certificate
867,12,12,0,3713.0692,13660.3460,154,23,0.821755,7,2,certificate
868,13,13,0,3590.5417,13112.7083,151,23,0.529050,7,2,certificate
869,11,11,0,3728.4227,13832.1135,152,21,0.425154,7,3,certificate
870,16,16,0,3739.2730,13691.3652,154,27,0.614417,7,2,certificate
871,13,13,0,3793.7162,14193.5810,149,27,0.638156,7,2,certificate
872,15,15,0,3840.9349,14634.6745,141,25,0.688133,7,2,certificate
873,10,10,0,3194.2054,11371.0270,145,21,0.432604,7,2,certificate
874,11,11,0,3358.6765,12458.3827,136,22,0.641050,7,2,certificate
875,15,15,0,3879.9578,14874.7889,139,22,0.979395,7,2,certificate
876,15,15,0,3925.5701,14527.8504,158,26,0.748478,7,2,certificate
877,16,16,0,3360.1439,12070.7196,144,28,0.833596,7,2,certificate
878,14,14,0,3353.5683,12052.8413,147,25,0.611759,7,2,certificate
879,16,16,0,3670.6247,13318.1237,155,24,0.479801,7,2,certificate
880,12,12,0,4237.6814,16578.4071,144,25,0.543124,7,2,certificate
881,12,12,0,3129.3152,10776.5761,153,23,0.566273,7,2,certificate
882,13,13,0,3724.5574,13732.7871,155,33,0.748215,7,2,certificate
883,10,10,0,3025.6287,10933.1433,132,20,0.726170,7,2,certificate
884,16,16,0,4551.4659,17872.3297,150,25,0.499821,7,2,certificate
885,12,12,0,3623.3970,13196.9850,154,22,0.544204,7,3,certificate
886,12,12,0,3797.3364,14811.6821,130,21,0.600182,7,3,certificate
887,15,15,0,3342.5163,11977.5817,146,24,0.514063,7,2,certificate
888,14,14,0,3838.9901,14574.9504,143,23,0.548001,7,2,certificate
889,13,13,0,3870.4152,14847.0760,140,24,0.537563,7,2,certificate
890,10,10,0,3594.1680,13815.8400,131,21,0.457022,7,2,certificate
891,16,16,0,4580.7260,17843.6301,156,27,0.679913,7,2,certificate
892,15,15,0,3914.2422,15226.2110,133,26,0.529913,7,2,certificate
893,11,11,0,3415.6041,12353.0207,148,21,0.867392,7,2,certificate
894,10,10,0,2926.5690,10497.8449,130,18,0.616405,7,2,certificate
895,15,15,0,3634.6283,13793.1416,134,25,0.655964,7,2,certificate
896,11,11,0,3603.5108,13712.5542,135,20,1.035497,7,2,certificate
897,12,12,0,3342.1669,12310.8343,137,21,0.463589,7,2,certificate
898,14,14,0,4166.7786,15958.8932,151,25,0.499268,7,2,certificate
899,15,15,0,3634.8667,12929.3336,163,27,0.545766,7,2,certificate
900,14,14,0,3142.0672,10690.3361,156,24,0.859161,7,2,certificate
901,15,15,0,4083.8860,15284.4298,159,27,0.632909,7,2,certificate
902,16,16,0,3977.1953,15400.9766,137,26,0.559043,7,2,certificate
903,12,12,0,3294.0169,11765.0847,147,23,0.602357,7,2,certificate
904,15,15,0,4053.3575,15726.7874,139,25,0.508338,7,2,certificate
905,12,12,0,3698.8260,13944.1299,142,23,0.565274,7,2,certificate
906,15,15,0,4203.8459,16279.2295,146,27,0.502809,7,3,certificate
907,13,13,0,3490.3024,12901.5122,141,22,0.489622,7,2,certificate
908,14,14,0,3450.8015,12844.0075,136,22,0.551479,7,2,certificate
909,10,10,0,3041.2965,11106.4825,129,20,0.579303,7,2,certificate
910,14,14,0,3623.2722,13711.3608,135,24,0.446047,7,2,certificate
911,16,16,0,3886.3601,15086.8007,132,29,1.272883,7,2,certificate
912,11,11,0,4099.3224,16106.6120,138,21,0.473145,7,3,certificate
913,16,16,0,4012.4029,15442.0144,141,27,0.519025,7,3,certificate
914,10,10,0,2979.1724,10100.8622,152,17,0.418147,7,2,certificate
915,10,10,0,2883.3421,9706.7105,149,18,0.480292,7,2,certificate
916,16,16,0,4575.1083,18200.5413,143,28,0.640390,7,2,certificate
917,16,16,0,3746.5461,14107.7305,141,25,0.784211,7,2,certificate
918,16,16,0,4386.1270,17370.6351,139,29,0.668795,7,2,certificate
919,15,15,0,4825.3761,19326.8804,149,25,0.428923,7,2,certificate
920,10,10,0,3406.1983,12905.9916,130,21,0.541551,7,2,certificate
921,16,16,0,5092.2085,20331.0426,158,24,0.402993,7,2,certificate
922,16,16,0,3857.0387,14275.1934,154,22,0.544361,7,3,certificate
923,12,12,0,4107.8072,15859.0359,147,25,0.442374,7,2,certificate
924,15,15,0,3510.1382,12805.6911,146,27,0.556009,7,2,certificate
925,13,13,0,3971.9970,15074.9852,149,24,0.512233,7,3,certificate
926,15,15,0,4608.9722,17704.8610,166,27,0.587421,7,2,certificate
927,12,12,0,3033.3845,10381.9227,150,20,0.664417,7,2,certificate
928,12,12,0,3662.1405,13970.7026,135,23,0.473464,7,2,certificate
929,11,11,0,3451.8661,12994.3307,134,20,0.415410,7,2,certificate
